BLEVEL	ID_SYS_BUTTON	ICON	ID_SYS_SCREEN_AREA	ID_SYS_APPLICATION_AREA	INTERN_NAME_BUTTON	SCREEN_NAME	EXIST_CHILD	ID_SYS_BUTTON_PROP	ID_SBP_PARENT	RANK	SUB_RANK	ID_SOFTWARE_CONTEXT	FLG_CANCEL	FLG_CONTENT	FLG_CREATE	FLG_DETAIL	FLG_DIGITAL	FLG_FREQ	FLG_GRAPH	FLG_HELP	FLG_NO	FLG_OK	FLG_PRINT	FLG_SEARCH	FLG_VISION	FLG_ACTION	FLG_VIEW	FLG_RESET_CONTEXT	TOOLTIP_TITLE	TOOLTIP_DESC	RANK2	ACTION	FLG_SCREEN_MODE	FLG_GLOBAL_SHORTCUT	FLG_INFO_BUTTON
1	14	BackIcon	2	602	BACK			9863		10		11	I	I	I	I	I	I	I	I	I	I	I	I	I	I	N	N	Go back		0		NL	A	N
1	6147	PreferencesIcon	3	602	TOOLS_LANG			11804		5		11	I	I	I	I	I	N	N	A	N	A	N	I	N	N	N	Y	User configurations		0		NL	A	N
1	195	ContentManagmentIcon	3	602	COMMONTEXT			9874		30		11	I	I	A	I	I	N	N	A	N	A	N	I	N	N	N	Y	Content management		0		NL	A	N
1	32943	PDMSIcon	3	602	PDMS			224457		45		11	A	I	I	I	I	I	I	I	I	I	I	I	I	I	N	Y	Patient Data Management System		0	launchExternalApplication(54)	NL	A	N
1	12	RestartIcon	6	602	RESET			9861		10		11	I	I	I	I	I	I	I	I	I	I	I	I	I	I	N	Y	Go back to patient area		0		NL	A	N
1	17	OKIcon	7	602	OK			9867		10		11	I	I	I	I	I	I	I	I	I	I	I	I	I	I	N	N	Confirm/proceed		0		NL	A	N
1	13	AlertIcon	8	602	ALERT	AlertsInpatient.swf		9862		40		11	I	I	A	A	I	N	N	A	N	A	N	I	N	N	N	Y	Alert messages		0		NL	A	N
1	22	PrintIcon	10	602	PRINT			218534		1		11	A	I	I	I	I	I	I	I	I	I	I	I	I	I	N	N	Print		0		NL	A	N
1	23	AddIcon	10	602	CREATE			9869		20		11	I	I	I	I	I	I	I	I	I	I	I	I	I	I	N	N	Add		0		NL	A	N
1	70	AdvancedSearchIcon	10	602	ADVANCE_SEARCH_ICON			9870		30		11	I	I	I	I	I	I	I	I	I	I	I	I	I	I	N	N	Advanced search		0		NL	A	N
1	71	CancelIcon	10	602	CANCEL			9871		40		11	I	I	I	I	I	I	I	I	I	I	I	I	I	I	N	N	Cancel		0		NL	A	N
1	95	CommonTextIcon	10	602	TOOLS_COMMONTEXT			550000		50		11																N	Most frequent texts		0		NL	A	N
1	6361	ActionsIcon	10	602	ACTION_BUTTON			201469		65		11																N	Actions		0		NL	A	N
1	6561	ViewsIcon	10	602	VIEWS_BUTTON			201231		70		11															A	N	Views		0		NL	A	N
1	201	ImportDocIcon	10	602	DOC_IMPORT			16462		71		11	I	I	I	I	I	I	I	I	I	I	I	I	I	I	N		Import documents		0		NL	A	N
1	33	DetailsIcon	11	602	EYE			9866		0		11	I	I	I	I	I	I	I	I	I	I	I	I	I	I	N	N	Details		0		NL	A	N
1	15	HelpIcon	11	602	APPLICATION_HELP			9864		10		11	I	I	I	I	I	I	I	I	I	I	I	I	I	I	N	N	Functionality help		0		NL	A	N
1	16	ContentIcon	11	602	CONTEXT_HELP			9865		20		11	I	I	I	I	I	I	I	I	I	I	I	I	I	I	N	N	Clinical context help		0		NL	A	N
1	3043		5	602	DEEPNAV_TOOLS_ESPECIALIDADES	ToolsMySpecialities.swf		10100	11804	10		11	I	I	I	I	I	N	N	A	N	A	I	I	I	I	I	Y			0		NL	A	N
1	6684		5	602	DEEPNAV_BACKOFFICE_GROUPS	FollowUpCareGroupsList.swf		200808	11804	12		11	A	I	A	A	I	I	I	A	I	A	I	I	I	A	I				0		NL	A	N
1	3042		5	602	DEEPNAV_TOOLS_SALAS	ToolsMyRoomsSet.swf		9878	11804	20		11	I	I	I	I	I	N	N	A	N	A	I	I	I	I	I	Y			0		NL	A	N
1	6284		5	602	TOOLS_TOUCH_OPTION	ToolsDataEntryFormatSet.swf		16326	11804	25		11	I	I	I	I	I	N	N	A	N	A	I	I	I	I	I	Y			0		NL	A	N
1	3103		5	602	BIOMETRICS	ToolsBiometricID.swf		15615	11804	30		11	I	I	I	I	I	N	N	A	N	A	I	I	I	I	I	N			0		NL	A	N
1	209646		5	602	DEEPNAV_TOOLS_PERSONAL_DATA	ToolsProfessionalData.swf		215602874	11804	100		11	I	N	I	I	N	N	N	A	N	A	I	I	N	A	N	Y			0		NL	A	N
1	33024		5	602	DEEPNAV_RELEASE_NOTES	ReleaseNoteList.swf		700332	11804	310		11	I	I	I	I	N	N	N	A	N	I	I	I	I	I	I	N			0		NL	A	N
1	6154		5	602	DEEP_NAV_FREQUENT_TEXT	MostFrequentTexts.swf		14843	9874	1		11	A	I	A	A	I	N	N	A	N	A	I	I	I	I	I	Y			0		NL	A	N
1	6155		5	602	DEEP_NAV_GUIDELINE_TOOLS	GuidelineList.swf		15565	9874	20		11	A	A	A	A	A	N	N	A	N	A	I	A	A	I	N				0		NL	A	N
1	6258		5	602	DEEP_NAV_PROTOCOL_TOOLS	ProtocolList.swf		16122	9874	40		11	A	A	A	A	A	N	N	A	N	A	I	A	I	I	I	Y			0		NL	A	N
1	6353		5	602	DEEP_NAV_ORDER_SETS_TOOLS			215602664	9874	50		11	A	A	A	A	I	A	N	A	N	A	I	A	N	A	N	Y			0	NXTLEVEL	NL	A	N
1	6699		5	602	DEEPNAV_PREDEFINE_DIET	DietTools.swf		201215	9874	60		11	A	I	A	A	I	I	N	A	N	A	I	I	I	A	A	N			0		NL	A	N
1	209490		5	602	DEEP_NAV_TOOLS_DOC_MACRO	DocumentationMacrosGrid.swf		20560224	9874	100		11	A	N	A	A	N	N	N	A	N	A	N	N	N	A	N	Y			0		NL	A	N
2	6220		5	601	DEEPNAV_CONSULTAS_ANTERIORES	PreviousEpisSummaryPage.swf		18617	18614	3		11	A	I	A	A	I	I	I	A	I	A	A	I	I	N	N	N			10		NL	A	N
2	6509		5	601	DEEPNAV_EHR_TIMELINE	EHRepisodes.swf		18616	18614	10		11	I	I	I	A	I	I	I	A	N	I	A	I	N	I	A	N			20		NL	A	N
2	6508		5	601	DEEPNAV_PLANNED_VISITS	PlannedVisits.swf		18615	18614	30		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			30		NL	A	N
2	6511		5	601	DEEPNAV_OTHER_EVENTS	OtherEvents.swf		18619	18614	80		11	I	I	I	A	I	I	I	A	N	I	A	I	I	I	N	N			40		NL	A	N
2	7065		5	601	DEEPNAV_SOCIAL_SUMMARY	SocialEHRSummary.swf		218019	18614	100		11	I	I	I	I	N	N	N	A	N	I	A	I	N	N	N	N			50		NL	A	N
2	209640		5	601	DIET_PROCESS			215602822	18614	60		11	I	I	I	I	N	N	N	A	N	I	A	I	N	N	N	N			60	NXTLEVEL	NL	A	N
2	6904		5	601	DEEPNAV_ACTIVITY_THERAPY	ActivityTherapyEHRSummary.swf		230000	18614	150		11	I	I	I	I	I	I	A	A	N	I	A	I	I	I	A	N			70		NL	A	N
2	6551		5	601	DEEPNAV_EVALUATIONMFR	MFREvaluationSummary.swf		2.6E+15	18614	60		11	I	I	I	I	I	A	I	A	I	I	A	I	I	I	N	N			75		NL	A	N
2	4109		5	601	DEEPNAV_INTERVAL_NOTES	RPNSummary.swf		802021	18614	200		11	I	I	I	A	N	I	N	A	N	I	A	I	N	I	N	N			80		NL	A	N
2	6514		5	601	DEEPNAV_DETAILS_ON_PAST_ILLNESSES			18644	18614	50		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			90	NXTLEVEL	NL	A	N
2	6389		5	601	DEEPNAV_CARE_PLANS	EHRCarePlansList.swf		18608	18607	10		11	A	I	A	A	I	I	I	A	N	A	A	A	N	A	A	N			0		NL	A	N
2	6504		5	601	DEEPNAV_INDIVIDUAL_ENCOUNTER_PLANS	IndividualEncounterPlans.swf		18609	18607	20		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			0		NL	A	N
2	6153		5	601	DEEP_NAV_GUIDELINE	EHRGuidelinesSummary.swf		18610	18607	30		11	A	A	A	A	N	I	N	A	N	A	A	A	A	I	N	N			0		NL	A	N
2	6287		5	601	DEEP_NAV_PROTOCOL	EHRProtocolSummary.swf		18611	18607	40		11	A	A	A	A	I	I	I	A	N	A	A	A	N	I	A	N			0		NL	A	N
2	6505		5	601	DEEPNAV_PLANNED_SURGERIES	EHRSurgEpisodesLoader.swf		204385	18607	50		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			0		NL	A	N
2	6506		5	601	DEEPNAV_REFERRALS	EHRReferrals.swf		18613	18607	60		11	I	I	I	A	I	I	I	A	N	I	A	I	I	I	N	N			0		NL	A	N
2	57		5	601	DEPNV_ANALISYS	EHRLabs.swf		803217	803216	10		11	I	I	I	A	N	I	N	A	N	I	A	I	N	I	I	N			10		NL	A	N
2	58		5	601	DEPNV_IMAGES	EHRImages.swf		803218	803216	20		11	I	I	I	A	N	I	N	A	N	I	A	I	N	I	I	N			20		NL	A	N
2	59		5	601	DEPNV_OTHER_EXAMS	EHROtherExams.swf		803219	803216	30		11	I	I	I	A	N	I	N	A	N	I	A	I	N	I	I	N			30		NL	A	N
2	3079		5	601	DEEPNAV_PRESCRIPTION	PrescViewPrescribedMedication.swf		803240	803216	10		11	A	N	A	A	N	A	N	A	N	A	A	N	N	A	A	N			40		FN	A	A
2	191		5	601	DEEPNAV_P_ENSINOSENFERMAGEM	PatientEducationAllList.swf		803220	803216	20		11	I	I	I	A	I	I	I	A	N	I	A	I	I	I	N	N			50		NL	A	N
2	97		5	601	DEEPNAV_P_PROCEDURES	ProceduresTimeline.swf		803222	803216	40		11	I	I	I	A	N	I	N	A	N	I	A	I	N	I	N	N			70		NL	A	N
2	6669		5	601	EHR_LENS_PRESC	EHRLensPrescriptionList.swf		803225	803216	50		11	I	I	I	I	I	I	I	A	N	I	A	I	N	I	I	N			80		NL	A	N
2	209228		5	601	DEEPNAV_REHAB			803226	803216	30		11	A	I	I	A	I	I	I	A	N	I	A	I	I	I	N	N			90	NXTLEVEL	NL	A	N
2	55		5	601	DEPNV_PROBLEMAS	EHRProblemList.swf		803228	18620	10		11	A	N	A	A	I	A	I	A	N	A	A	I	I	A	A	N			10		NL	A	A
2	7235		5	601	EHR_DEEPNAV_PREV_DIAGNOSIS	Diagnosis.swf		803229	18620	90		11	I	I	I	A	I	I	I	A	N	I	A	I	I	I	N	N			20		NL	A	N
2	134		5	601	DEEPNAV_HISTORICOHOSPITALAR_ALERGIAS	EHRAllergyList.swf		803230	18620	20		11	A	A	A	A	I	A	I	A	N	A	A	A	I	A	A	N			30		NL	A	N
2	50		5	601	DEPNV_HABITOS	EHRPatientHabits.swf		18624	18620	40		11	A	I	A	A	I	A	I	A	N	A	A	I	I	A	N	N			40		NL	A	N
2	6226		5	601	DEEPNAV_ANTECEDENTES	EHRPastHistorySummary.swf		18621	18620	10		11	A	I	A	A	N	A	N	A	N	A	A	A	A	A	N	N			50		NL	A	N
2	124		5	601	DEEPNAV_IDENTIFICATION_IDENTIFICATION	PatientAttributes.swf		22261860	18620	10		11	A	I	A	A	N	A	N	A	N	A	A	I	A	A	N	N			51		NL	A	N
2	6106		5	601	DEEPNAV_FAMILY_RELATIONSHIPS	GridFamily.swf		22261861	18620	10		11	I	I	I	I	I	I	I	A	N	A	A	I	I	N	N	N			52		NL	A	N
2	209405		5	601	DEEPNAV_ASSESS_TOOLS_GROUP			803232	18620	50		11	A	I	A	I	N	A	N	A	A	A	A	I	N	A	N	N			60	NXTLEVEL	NL	A	N
2	7233		5	601	EHR_DEPNV_VITAL_SIGN	EHRVitalSigns.swf		803231	18620	40		11	I	I	I	A	N	I	N	A	N	A	A	I	A	I	A	N			70		NL	A	N
2	3068		5	601	DEEPNAV_BIOMETRIC	BiometricRead.swf		18623	18620	30		11	I	I	I	A	N	I	N	A	N	A	A	I	I	I	A	N			80		NL	A	N
2	6158		5	601	PREGNANCY_LIST	EHRWomanHealthPregnanciesSummary.swf		18625	18620	50		11	I	I	I	A	I	I	I	A	N	I	A	I	I	I	N	N			90		NL	A	N
2	6301		5	601	DEEPNAV_AVALIACAO_INFANTIL			18626	18620	60		11	A	I	I	A	I	I	I	A	N	A	A	I	I	I	N	N			100	NXTLEVEL	NL	A	N
2	6257		5	601	DEEPNAV_VACINACAO	EHRVaccinationSummaryPage.swf		18632	18620	70		11	A	I	A	A	I	A	I	A	N	A	A	A	I	A	N	N			110		NL	A	N
2	209618		5	601	NURSING_INITIAL_ASSESSMENT	EHRNIASummary.swf		906124	18655	10		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			10		NL	A	N
2	209617		5	601	NURSING_PROGRESS_NOTES	EHRNPNSummary.swf		906123	18655	20		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			20		NL	A	N
2	1116		5	601	NURSE_NOTES_SR	NursingNotes.swf		18657	18655	20		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			30		NL	A	N
2	6650		5	601	DEPNV_NURSING_CARE_PLAN	NursingDiagnosisInterventions.swf		18659	18655	40		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			40		NL	A	N
2	209227		5	601	DEEPNAV_PHYSICIAN_PROGRESS_NOTES	INPPNSummary.swf		803168	803164	20		11	A	N	A	A	I	A	I	A	N	A	A	I	I	A	A	N			0		NL	A	N
2	85		5	601	DEPNV_PARECERES	OpinionList.swf		906125	803164	10		11	A	I	A	A	I	A	I	A	N	A	A	I	I	I	N	N			20		NL	A	N
2	209615		5	601	NURSING_PROGRESS_NOTES	NPNSummary.swf		906127	803164	14		11	N	I	N	A	N	N	A	A	N	A	A	N	A	N	A	N			30		NL	A	N
2	4109		5	601	DEEPNAV_INTERVAL_NOTES	RPNSummary.swf		803165	803164	100		11	I	I	I	A	N	A	N	A	N	I	A	I	N	I	N	N			40		NL	A	N
2	6551		5	601	DEEPNAV_EVALUATIONMFR	MFREvaluationSummary.swf		906157	803164	60		11	I	I	I	I	I	A	I	A	I	I	A	I	I	I	N	N			60		NL	A	N
2	209635		5	601	DEEPNAV_DIETARY_PROGRESS_NOTES	DPNSummary.swf		803167	803164	80		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			60		NL	A	N
2	6904		5	601	DEEPNAV_ACTIVITY_THERAPY	ActivityTherapyEHRSummary.swf		803171	803164	90		11	I	I	I	I	I	I	A	A	N	I	A	I	N	I	A	N			70		NL	A	N
2	7065		5	601	DEEPNAV_SOCIAL_SUMMARY	SocialSummary.swf		803166	803164	70		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			80		NL	A	N
2	32643		5	601	DEEPNAV_SCORES	SeverityScoresSummary.swf		20560091	2.6E+15	80		11	A	A	A	A	N	I	I	A	N	A	A	I	N	A	I	N			10		NL	A	N
2	6688		5	601	DEPNV_FUNC_EVAL	EvaluationSummary.swf		2.6E+15	2.6E+15	70		11	A	I	A	A	I	A	I	A	N	A	A	I	I	A	N	N			20		NL	A	N
2	6290		5	601	DEEPNAV_FACTORES_RISCO	RiskFactorsSummary.swf		2.6E+15	2.6E+15	58		11	A	A	A	A	N	A	N	A	N	A	A	I	I	A	N	N			30		NL	A	N
2	57		5	601	DEPNV_ANALISYS	LabTestsOrdersList.swf		803176	803175	20		11	A	N	A	A	N	A	N	A	N	A	A	A	N	A	A	N			10		NL	A	A
2	103		5	601	DEEPNAV_A_COLHEITAS	AnalysisHarvest.swf		803181	803175	30		11	A	I	A	A	N	A	N	A	N	A	A	I	N	A	I	N			20		NL	A	N
2	104		5	601	DEEPNAV_A_TRANP_ANALISES	AnalysisHarvestTransport.swf		803185	803175	40		11	I	I	I	A	N	I	N	A	N	A	A	I	N	I	I	N			30		NL	A	N
2	3079		5	601	DEEPNAV_PRESCRIPTION	PrescViewAdminAndTasks.swf		2.6E+15	803201	10		11	A	N	A	A	N	A	N	A	N	A	A	N	N	A	A	N			10		FN	A	A
2	3079		5	601	DEEPNAV_PRESCRIPTION	PrescViewAdminAndTasks.swf		22260812	803201	500		11	A	N	A	A	N	A	N	A	N	A	A	N	N	A	A	N			60		FN	A	A
2	3079		5	601	DEEPNAV_PRESCRIPTION	PrescViewPrescribedMedication.swf		22260890	803201	510		11	A	N	A	A	N	A	N	A	N	A	A	N	N	A	A	N			60		FN	A	A
2	3079		5	601	DEEPNAV_PRESCRIPTION	PrescViewHomeMedication.swf		22260984	803201	520		11	A	N	A	A	N	A	N	A	N	A	A	N	N	A	A	N			60		FN	A	A
2	3079		5	601	DEEPNAV_PRESCRIPTION	PrescViewMedicationReconciliation.swf		22260751	803201	530		11	A	N	A	A	N	A	N	A	N	A	A	N	N	A	A	N			60		FN	A	A
2	3079		5	601	DEEPNAV_PRESCRIPTION	PrescViewMedicationMistakes.swf		22262068	803201	10		11	A	N	A	A	N	A	N	A	N	A	A	N	N	A	A	N			1000		FN	A	A
2	33063		5	601	SUBDEEPNAV_PATIENT_ASSESSMENT	PatientAssessmentSummary.swf		20560088	20560087	10		11	A	A	A	A	N	I	I	A	N	A	A	I	N	A	A	N			0		NL	A	N
2	33064		5	601	SUBDEEPNAV_PATIENT_EDUCATION	PatientEducationList.swf		20560089	20560087	20		11	A	N	A	A	N	A	I	A	N	A	A	A	N	A	A	N			0		NL	A	A
2	33064		5	601	SUBDEEPNAV_PATIENT_EDUCATION	PatientEducationList.swf		20560089	20560087	20		11	A	N	A	A	N	A	N	A	N	A	A	A	N	A	A	N			0		NL	A	A
2	6572		5	601	DEEPNAV_PROCEDURES_MFR	RehabPlan.swf		803212	803211	76		11	A	N	A	A	N	N	N	A	N	A	A	A	N	A	A	N			10		NL	A	N
2	32963		5	601	DEEPNAV_REHAB_PLAN	RehabTreatmentPlanView.swf		803213	803211	75		11	A	I	A	A	N	A	N	A	N	A	A	A	A	A	N	N			20		NL	A	N
2	32963		5	601	DEEPNAV_REHAB_PLAN	RehabTreatmentPlanView.swf		20560092	803211	75		11	A	I	A	A	N	A	N	A	N	A	A	A	A	A	N	N			50		NL	A	N
2	6389		5	601	DEEPNAV_CARE_PLANS	CarePlansList.swf		20561067	20559827	85		11	A	I	A	A	I	A	I	A	N	A	A	A	N	A	A				0		NL	A	N
2	6153		5	601	DEEP_NAV_GUIDELINE	GuidelinesSummary.swf		20561064	20559827	90		11	A	A	A	A	N	I	N	A	N	A	A	A	A	A	N				0		NL	A	N
2	6287		5	601	DEEP_NAV_PROTOCOL	ProtocolSummary.swf		20561065	20559827	100		11	A	A	A	A	I	I	I	A	N	A	A	A	N	I	A	N			0		NL	A	N
2	3008		5	601	P1_DEPNAV_SUMMARY	P1GridDoctorPat.swf		167096	906074	10		11	A	A	A	A	I	A	N	A	N	A	A	A	N	A	N	N			10		NL	A	N
2	209811		5	601	FUTURE_EVENTS	FutureEventsList.swf		906075	906074	20		11	A	I	A	A	I	A	I	A	N	A	A	A	I	A	N				20		NL	A	N
2	1006		5	601	SURG_PROC_CREATION	SurgicalEpisodeLoader.swf		906108	906074	30		11	A	I	A	A	I	A	I	A	N	A	A	A	N	A	A	N			30		NL	A	N
2	209619		5	601	INPATIENT_EPISODES	InpatientEpisodesListLoader.swf		906109	906074	40		11	A	I	A	A	I	A	I	A	N	A	A	A	N	A	A	N			40		NL	A	N
2	6620		5	601	DEEPNAV_MY_PENDING_ISSUE	MyPendingIssues.swf		906099	906098	10		11	A	I	A	I	N	I	N	A	N	A	A	I	N	A	A	N			10		NL	A	N
2	6621		5	601	DEEPNAV_ALL_PENDING_ISSUE	AllPendingIssues.swf		906100	906098	20		11	A	I	A	I	N	I	N	A	N	A	A	I	N	A	A	N			20		NL	A	N
2	6353		5	602	DEEP_NAV_ORDER_SETS_TOOLS	OrderSetList.swf		167118	215602664	10		11	A	A	A	A	I	A	N	A	N	A	I	A	N	A	N	Y			0		NL	A	N
2	209608		5	602	DEEP_NAV_GROUPS_TOOLS	GroupsList.swf		215602665	215602664	20		11	A	A	A	A	I	A	N	A	N	A	I	A	N	A	N	Y			0		NL	A	N
3	32182		5	601	DEEPNAV_NUTRITION_SUMMARY	EHRDIASummary.swf		217617	215602822	120		11	I	I	I	I	N	N	N	A	N	I	A	I	N	N	N	N			10		NL	A	N
3	209635		5	601	DEEPNAV_DIETARY_PROGRESS_NOTES	EHRDPNSummary.swf		215602823	215602822	20		11	I	I	I	I	N	N	N	A	N	I	A	I	N	N	N	N			20		NL	A	N
3	32162		5	601	NUTRI_PREV_INTERVENTION	EHRNutritionistIntervPlanList.swf		215602824	215602822	30		11	I	I	I	I	N	N	N	A	N	I	A	I	N	N	N	N			30		NL	A	N
3	32164		5	601	NUTRI_REPORT	EHRNVNSummary.swf		906922	215602822	30		11	I	I	I	A	N	I	N	A	N	I	A	I	A	I	N	N			40		NL	A	N
3	6515		5	601	DEEPNAV_REASON_FOR_VISITS	ReasonsForVisits.swf		18645	18644	10		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			10		NL	A	N
3	6516		5	601	DEEPNAV_HISTORY_OF_PAST_ILLNESSES	HistoryOfPastIllnesses.swf		18646	18644	20		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			20		NL	A	N
3	209225		5	601	DEEPNAV_HP	EHRHPSummary.swf		2.6E+15	18644	25		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			30		NL	A	N
3	209227		5	601	DEEPNAV_PHYSICIAN_PROGRESS_NOTES	EHRPNSummary.swf		2.6E+15	18644	28		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			40		NL	A	N
3	6517		5	601	DEEPNAV_REVIEWS_OF_SYSTEMS	ReviewsOfSystems.swf		18647	18644	30		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			50		NL	A	N
3	6518		5	601	DEEPNAV_PHYSICAL_EXAMS	PhysicalExams.swf		18649	18644	50		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			60		NL	A	N
3	6519		5	601	DEEPNAV_BODY_DIAGRAMS	EHRBodyDiagrams.swf		18650	18644	60		11	I	I	I	A	I	I	I	A	N	I	A	I	I	I	N	N			70		NL	A	N
3	6521		5	601	DEEPNAV_PLANS	IndividualEncounterPlans.swf		18652	18644	80		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			80		NL	A	N
3	7234		5	601	EHR_DEEPNAV_DISPOSITION_REC_DOENTE	DispositionInstructions.swf		18654	18644	100		11	I	I	I	I	I	I	I	A	N	I	A	I	I	I	N	N			90		NL	A	N
3	4107		5	601	DEEPNAV_RECORDS_REVIEW	RecordsReviewList.swf		803215	18644	205		11	I	I	I	A	N	I	N	A	N	I	A	I	N	N	N	N			100		NL	A	N
3	209641		5	601	DEEPNAV_EHR_DISCHARGE_SUMMARY_VISIT_NOTE	EHRDSSummary.swf		803125	18644	200		11	I	I	I	A	N	I	N	A	N	I	A	I	A	I	N	N			600		NL	A	N
3	6572		5	601	DEEPNAV_PROCEDURES_MFR	RehabTreatmentsAllList.swf		803239	803226	75		11	A	I	A	A	N	A	N	A	N	A	A	A	A	A	N	N			10		NL	A	N
3	32963		5	601	DEEPNAV_REHAB_PLAN	EHRRehabPlanHistory.swf		803238	803226	76		11	A	N	A	A	N	N	N	A	N	A	A	A	N	A	A	N			20		NL	A	N
3	6290		5	601	DEEPNAV_FACTORES_RISCO	EHRRiskFactorsSummary.swf		803233	803232	20		11	A	A	A	A	I	A	I	A	N	A	A	I	I	A	N	N			10		NL	A	N
3	6688		5	601	DEPNV_FUNC_EVAL	EHRPhysicalExamEvaluationSummary.swf		803234	803232	20		11	A	A	A	A	N	A	N	A	N	A	A	I	I	A	N	N			20		NL	A	N
3	32643		5	601	DEEPNAV_SCORES	SeverityScoresSummaryHist.swf		803235	803232	110		11	I	A	I	A	I	I	I	A	I	I	A	I	I	I	I	N			30		NL	A	N
3	209300		5	601	DEEPNAV_PEDIATRIC_ASSESSMENT	PediatricAssessmentSummary.swf		800660	18626	5		11	A	I	A	A	N	A	N	A	N	A	A	I	A	A	N	N			0		NL	A	N
3	209301		5	601	DEEPNAV_GEN_PEDIATRIC_ASSESSMENT	GeneralPediatricAssessment.swf		800661	18626	10		11	A	I	A	A	N	A	N	A	N	A	A	I	A	A	N	N			0		NL	A	N
3	209302		5	601	DEEPNAV_DEVELOPMENT_MILESTONES	DevelopmentMilestonesGrid.swf		800662	18626	15		11	A	I	I	A	I	I	I	A	N	I	A	I	N	A	A	N			0		NL	A	N
3	209303		5	601	DEEPNAV_ASSESSMENT_DEVELOPMENT	AssessmentOfDevelopment.swf		800663	18626	20		11	A	I	A	A	N	A	N	A	N	A	A	I	A	A	N	N			0		NL	A	N
3	209304		5	601	DEEPNAV_PEDIATRIC_NUTRITION	PediatricNutritionGrid.swf		800664	18626	25		11	A	I	I	A	I	I	I	A	N	I	A	I	N	A	A	N			0		NL	A	N
3	209305		5	601	DEEPNAV_PEDIATRIC_NUTRITION_ASSESS	PediatricNutritionAssessment.swf		800665	18626	30		11	A	I	A	A	N	A	N	A	N	A	A	I	A	A	N	N			0		NL	A	N
3	6296		5	601	DEEPNAV_RENDIMENTO_ESCOLAR	SchoolPerformance.swf		18630	18626	40		11	A	I	A	A	N	A	N	A	N	A	A	I	A	A	N	N			0		NL	A	N
